"Time of Day","Process Name","PID","Operation","Path","Result","Detail","Image Path","Parent PID"
"2:23:00.5278861 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\SystemResources\bzgwgmoddw.exe.mun","PATH NOT FOUND","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5279083 PM","RAT.exe","2176","QueryStandardInformationFile","C:\Users\vboxuser\AppData\Local\Temp\bzgwgmoddw.exe","SUCCESS","AllocationSize: 86,016, EndOfFile: 84,480, NumberOfLinks: 1, DeletePending: False, Directory: False","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5279229 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Temp\bzgwgmoddw.exe","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5279303 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Temp\bzgwgmoddw.exe","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5280188 PM","RAT.exe","2176","QuerySecurityFile","C:\Users\vboxuser\AppData\Local\Temp\bzgwgmoddw.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5280279 PM","RAT.exe","2176","QueryBasicInformationFile","C:\Users\vboxuser\AppData\Local\Temp\bzgwgmoddw.exe","SUCCESS","CreationTime: 12/12/2023 5:05:28 PM, LastAccessTime: 6/23/2025 2:23:00 PM, LastWriteTime: 12/12/2023 5:05:28 PM, ChangeTime: 6/23/2025 2:13:06 PM, FileAttributes: A","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5282327 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Temp\bzgwgmoddw.exe","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3100745 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3100918 PM","RAT.exe","2176","QueryDirectory","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: nst976A.tmp, 2: nst976A.tmp","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3101110 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3101191 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3102861 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3102992 PM","RAT.exe","2176","QueryDirectory","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: Temp, 2: Temp","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3103144 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3103230 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3103741 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3103880 PM","RAT.exe","2176","QueryDirectory","C:\Users\vboxuser\AppData\Local","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: Local, 2: Local","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3104016 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3104088 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3104811 PM","RAT.exe","2176","QueryDirectory","C:\Users\vboxuser\AppData","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: AppData, 2: AppData","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3107422 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3107581 PM","RAT.exe","2176","QueryDirectory","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp\*","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: *, 2: .","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3107713 PM","RAT.exe","2176","QueryDirectory","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","FileInformationClass: FileBothDirectoryInformation, 1: ..","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3107804 PM","RAT.exe","2176","QueryDirectory","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","NO MORE FILES","FileInformationClass: FileBothDirectoryInformation","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3107874 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3107944 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3108401 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3108506 PM","RAT.exe","2176","QueryDirectory","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: nst976A.tmp, 2: nst976A.tmp","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3108633 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3108703 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3109108 PM","RAT.exe","2176","QueryOpen","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","FAST IO DISALLOWED","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3109472 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3109562 PM","RAT.exe","2176","QueryBasicInformationFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","CreationTime: 6/23/2025 2:23:00 PM, LastAccessTime: 6/23/2025 2:23:01 PM, LastWriteTime: 6/23/2025 2:23:00 PM, ChangeTime: 6/23/2025 2:23:00 PM, FileAttributes: D","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3109625 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3109692 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3110104 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3110288 PM","RAT.exe","2176","SetBasicInformationFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","CreationTime: 1/1/1601 5:30:00 AM, LastAccessTime: 1/1/1601 5:30:00 AM, LastWriteTime: 1/1/1601 5:30:00 AM, ChangeTime: 1/1/1601 5:30:00 AM, FileAttributes: N","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3110369 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3110431 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3111244 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","Desired Access: Read Attributes, Delete, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3111415 PM","RAT.exe","2176","QueryAttributeTagFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","Attributes: D, ReparseTag: 0x0","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3111631 PM","RAT.exe","2176","SetDispositionInformationEx","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","Flags: FILE_DISPOSITION_DELETE, FILE_DISPOSITION_POSIX_SEMANTICS, FILE_DISPOSITION_FORCE_IMAGE_SECTION_CHECK","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3111736 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3112274 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3140052 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:01.3140194 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
